item_id,release_date,item_desc,item_name,availability
14882,1998,"Fifteen years after she and her two friends had pursued a dangerous obsession involving deadly sexual practices, Andie realizes that someone is watching her and is holding her accountable for two unsolved murders. Original.",Shocking Pink,1
14883,1989,"Here are the hilarious tales of a sportsman's life in the great and often not-so great outdoors. McManus offers more cracker-barrel wisdom and zany insights into the agonies and ecstasies of hunting, fishing, and camping.",Never Sniff a Gift Fish,1
14884,,Recounts the Biblical story of Moses.,The Prince of Egypt Collector's Edition Storybook,1
14885,2002,"As a powerful corporation uses the latest in genetic research to create new, disease-resistant super crops, Dr. Richard Steele, a burned-out ER physician is recruited to examine the hazards of genetically engineered foods, but he soon discovers that the controversy over the food is hiding a deadly plot to create a horrific weapon of mass destruction. Reprint.",Mutant,1
14886,1999,"The author, a former emergency room physician in a big-city hospital, pits Dr. Earl Garnet against a madman among his own colleagues who threatens to infect the inmates of University Hospital with a deadly, ultra-resistant bacterium. Original.",Death Rounds,1
14887,1986,,Blue Highways,1
14888,2004,"When she receives personal threats and an associate is murdered, young lawyer Mary DiNunzio realizes that her latest case, involving a World War II internment camp suicide, may have deadly modern-day ties. By the author of Dead Ringer. 300,000 first printing.","Killer Smile (Scottoline, Lisa)",1
14889,2001,,Anger: Wisdom for Cooling the Flames,1
14890,1990,"Annie Dillard has written eleven books, including the memoir of her parents, An American Childhood; the Northwest pioneer epic The Living; and the nonfiction narrative Pilgrim at Tinker Creek. A gregarious recluse, she is a member of the American Academy of Arts and Letters.",The Writing Life,1
14891,2002,"Two complete novels in one volume include The Australian, in which Outback rancher Jonathan Sterling reconnects with his former fiancTe Priscilla Johnson, and Heart of Ice, in which spirited Kati James finds herself powerfully attracted to her new boss, Egan Winthrop. Reprint.",Brides to Be (2 Novels in 1),1
14892,2003,,If She Should Die,1
14893,1991,,Spy Sinker,1
14894,1991,"In Providence, R.I., in 1848, Edgar Allan Poe reluctantly investigates the problems of eleven-year-old Edmund, whose family has mysteriously disappeared and whose story suggests a new Poe tale with a ghastly final twist.",The Man Who Was Poe (rack),1
14895,1997,"When Malcolm Gaines asks his attorney to prepare his will, he resurrects the long-buried secret behind a tragedy at Chatham School, which destroyed lives and shattered a quiet community",The Chatham School Affair,1
14896,1997,Former big-city cop-turned-Kansas police chief Susan Wren follows a grisly trail of consecutive murders within the Barrington family practice to a well of tormented secrets as tragic as the crimes themselves. Reprint. K.,Family Practice (Susan Wren Mystery),1
14897,2003,"Weit gesponnene Familiensaga, die in einem griechischen Bergdorf ihren Anfang nimmt, als zwei Geschwister vor den TÃ¼rken fliehen, und sich Generationen spÃ¤ter in den Vereinigten Staaten dramatisch zuspitzt.",Middlesex.,1
14898,1990,"When English agent Gene Hawkins told his boss he'd forego his vacation to search for millionaire Dave Teller's prized missing stallion, he didn't know his retainer would include the attentions of his boss's beautiful daughter--or Teller's seldom sober wife. Nor did he know that a trail from London to New York to Las Vegas to Califonria would eventually lead to murder....",Blood Sport,1
14899,1990,"I was proud of my sister, but that year, something began to rankle beneath the pride. Louise has had enough of her twin sister. Caroline is beautiful. Caroline is talented. Caroline is better. Growing up on the small island of Rass in Chesapeake Bay, Caroline seems to do nothing but take from Louise: their parents' love, Louise's chances for an education, her dreams for the future. They have spent their lives entwined -- sleeping in the same room, eating at the same table, learning in the same classroom -- and yet somehow nothing can bring them together. Louise's only hope lies in seeking a place for herself beyond the stretch of Rass's shores and her sister's shadow. What will it take for her to break free?",Jacob Have I Loved,1
14900,1997,"Roland continues his quest for the Dark Tower, but he is no longer alone. He has trained Eddie and Susannah-who entered Mid-World from their separate whens in New York City in The Drawing of the Three-in the old ways of the gunslingers. But their ka-tet is not yet complete. Another must be drawn from New York into Mid-World, someone who has been there before, a boy who has died not once but twice, and yet still lives. The ka-tet, four who are bound together by fate, must travel far in this novel encountering not only the poisonous waste lands and the ravaged city of Lud that lies beyond, but also the rage of a train that might be their only means of escape.","The Waste Lands (The Dark Tower, Book 3)",1
14901,1985,"Robinette Broadhead, who learned the secrets of a cache of Heechee starships found hidden in an asteroid, is brought face to face with the mysterious race who made them",Heechee Rendezvous,1
14902,2002,"Still haunted by his brutal childhood and the death of his brother, Will Banning, a successful psychologist, must confront a dark evil from his own past in order to save the people of Caledonia, California, who are being plagued by paranoia and horrifying visions. Original.",The Forgotten,1
14903,2003,"Taylor, a detective gifted with the ability to find lost things, must descend into the world of Nightside, a dark realm of alternate reality, to find the missing daughter of a wealthy client.",Something from the Nightside,1
14904,2003,,Les bruines de Lanester,1
14905,1994,"Ms Frizzle and her class go on a magical trip to the ocean. She drives the bus onto the beach, across the sand, and straight into the ocean water without stopping.",The Magic School Bus on the Ocean Floor (Magic School Bus (Paperback)),1
14906,1988,Discover some fascinating facts about water as Ms. Frizzle and her class journey through the town waterworks.,The Magic School Bus: At the Waterworks (Magic School Bus (Paperback)),1
14907,1996,"Nine short stories describe life under the dictatorship in Haiti and the experiences of families who fled to the United States to begin new lives. Reprint. 20,000 first printing.",Krik? Krak! (Vintage Contemporaries),1
14908,1999,remember the Lord's people who are in jail and be concerned for them. Don't forget those who are suffering but imagine that you are there with them.,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus, the Ultimate Jesus Freaks",1
14909,2004,"In Harry Potter and the Order of the Phoenix, Lord Voldemort has returned to the Wizarding world, presenting a threat that neither the magical government nor the authorities at Hogwarts can stop. In response to his reappearance, Dumbledore reactivates the Order of the Phoenix, a secret society which works to defeat the Dark Lord's minions and protect his targetsâ€”especially Harry Potter. But Harry doesnâ€™t want to be protected. Even as the Ministry of Magic denies his claims, The Daily Prophet discredits him, and even Dumbledore wonâ€™t look him in the eye, Harry grows more and more determined to fight his lifelong enemy Voldemortâ€”if only he had the â€œweaponâ€ the Order is guarding. In the meantime, he visits his godfather at his ghoulish London home, Grimmauld Place, and learns more about Voldemortâ€™s deep reach into Wizarding history and the Wizarding world. Back at Hogwarts, Harry must deal with a Defense Against the Dark Arts teacher with a personality like poisoned honey; a surprising new member of the Gryffindor Quidditch team; the possibility of his first real romance; and the looming nightmare of the Ordinary Wizarding Level exams. Heâ€™s haunted by dreams of a heavy door at the end of a silent corridor, and a vision of his father and the young Severus Snape that changes everything he thought he knew about them. Even the joy of working with ""Dumbledore's Army"" -a group of Hogwart's students dedicated to defeating Voldemort- can't dispel the gathering darkness. Soon Harry will discover the true depth and strength of his friends; their boundless loyalty and unbearable sacrifices. His fate depends on them all.",Harry Potter and the Order of the Phoenix (Book 5),1
